Trial09
Date:,2014/06/11
Time:,11:03:21
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
373,393.047852,-12.136778,14.145628,-10.552995,-13.138104,15.796179,389.878571,566.436401,24.217781,-12.328911,564.645325,20.272736,85.622406,642.066711,450.667908,133.411026,788.762939,418.103210,151.134293,609.613342,392.638306,196.492310,760.590271,364.103760,,,,,,,,,,,,,,,
374,392.976929,-12.119620,14.126659,-10.553827,-13.141290,15.794477,389.869324,566.435303,24.212378,-12.332756,564.648804,20.271830,85.690018,645.035645,454.072388,135.505783,790.370911,420.157684,149.419037,610.772705,394.637543,196.429108,761.195740,364.429016,,,,,,,,,,,,,,,
375,392.981659,-12.125842,14.143342,-10.541182,-13.147620,15.796311,389.877808,566.445557,24.220316,-12.332586,564.620667,20.263071,85.926208,647.760559,457.092316,137.279678,792.477234,421.576447,147.711105,612.119690,396.232330,196.415649,761.623718,364.565643,,,,,,,,,,,,,,,
376,392.969574,-12.130583,14.155137,-10.538476,-13.153925,15.797686,389.884888,566.442993,24.222338,-12.058264,564.103271,19.883045,86.225250,650.228394,460.109772,139.006134,793.805420,423.104736,145.900131,613.362854,397.616028,196.071594,762.318359,364.332520,,,,,,,,,,,,,,,
377,392.980469,-12.128369,14.143273,-10.536797,-13.143147,15.796405,389.875885,566.449768,24.209606,-12.051419,564.072021,19.866625,87.238281,652.447876,463.294006,140.689194,795.357788,424.296356,144.247253,615.014648,399.198425,195.699371,762.791321,364.101837,,,,,,,,,,,,,,,
378,392.985809,-12.125103,14.150016,-10.545533,-13.145456,15.790637,389.871185,566.443115,24.222342,-12.322656,564.608643,20.248716,87.934906,655.191833,465.999207,142.464188,797.104614,425.232910,142.402451,617.013489,400.321289,194.975769,763.548584,363.617218,,,,,,,,,,,,,,,
379,392.973145,-12.125933,14.131282,-10.549922,-13.131994,15.795177,389.870667,566.451172,24.214214,-12.325698,564.635193,20.256580,88.502892,657.799866,468.613556,144.389450,798.683044,426.174164,140.624161,618.490723,401.480591,194.168686,764.302185,362.873810,,,,,,,,,,,,,,,
380,392.975464,-12.117607,14.136951,-10.553251,-13.139978,15.790060,389.875702,566.446838,24.218515,-12.335066,564.572693,20.223936,89.721474,659.997559,471.270996,145.580261,800.674377,426.540649,138.800980,620.037598,402.231934,193.174683,765.089111,361.850220,,,,,,,,,,,,,,,
381,393.036316,-12.131983,14.145123,-10.558273,-13.132691,15.796023,389.878815,566.440491,24.224268,-12.322327,564.640503,20.256731,90.637665,662.447632,473.643494,147.183823,802.058167,426.951385,136.654114,622.000854,403.099823,191.851929,765.993958,360.686371,,,,,,,,,,,,,,,
382,393.045959,-12.127517,14.150721,-10.555522,-13.138656,15.790005,389.869598,566.429504,24.218391,-12.323909,564.636963,20.252512,91.291710,665.026978,475.735229,148.773743,803.250122,427.263031,134.680710,623.425903,403.909882,190.563919,766.807373,359.441864,,,,,,,,,,,,,,,
383,392.977661,-12.113391,14.137028,-10.549729,-13.131990,15.793593,389.877716,566.448425,24.217611,-12.336102,564.558899,20.212938,94.123070,665.387146,478.187500,150.198868,804.903503,427.205231,132.888138,625.317566,404.023468,189.382813,767.292419,358.404633,,,,,,,,,,,,,,,
384,392.974243,-12.107454,14.143029,-10.551567,-13.135521,15.794010,389.870636,566.439209,24.220724,-12.334179,564.630920,20.260214,95.106087,667.947571,480.164398,152.039185,806.097778,427.169891,130.707062,626.770386,404.690948,188.234024,767.854797,356.899231,,,,,,,,,,,,,,,
385,392.974579,-12.123101,14.136216,-10.544555,-13.143708,15.793615,389.881409,566.443604,24.223259,-12.344175,564.638855,20.267111,95.423943,670.924194,481.313721,154.105667,806.829834,427.138428,128.993408,627.997498,405.468567,187.096848,768.605408,355.323700,,,,,,,,,,,,,,,
386,393.048401,-12.128601,14.153847,-10.546552,-13.135111,15.795644,389.874939,566.449158,24.215590,-12.335485,564.644531,20.280687,96.325424,673.417542,482.642120,156.136398,807.924316,426.467194,127.227028,629.451904,406.290802,186.025375,768.841187,353.982391,,,,,,,,,,,,,,,
387,392.972137,-12.135142,14.140663,-10.540194,-13.141322,15.797691,389.886444,566.446167,24.222715,-12.132711,564.533569,20.168608,97.678345,676.314819,484.169647,157.653625,809.526367,425.498047,125.344933,631.575684,406.872803,185.498383,769.100464,352.583069,,,,,,,,,,,,,,,
388,393.041351,-12.143014,14.145323,-10.548243,-13.133653,15.788548,389.872833,566.443176,24.219381,-12.199100,564.559875,20.219378,98.408348,679.070557,485.301697,159.366577,810.816528,424.148438,124.107811,633.132019,407.825470,184.932419,769.190430,351.000397,,,,,,,,,,,,,,,
389,393.054565,-12.111390,14.088346,-10.541698,-13.141053,15.791007,389.880798,566.452087,24.223427,-12.326527,564.609802,20.154329,99.980423,681.805420,486.411499,161.119186,811.977356,422.596008,122.601555,634.753601,408.925781,183.958405,769.705505,348.877899,,,,,,,,,,,,,,,
390,392.984344,-12.112141,14.138839,-10.553727,-13.135830,15.792797,389.880615,566.439453,24.214161,-12.367135,564.739441,20.194529,101.455498,684.301941,487.572754,162.842819,813.155823,420.651642,120.885437,636.593384,409.654297,182.984146,770.043884,346.831665,,,,,,,,,,,,,,,
391,392.976990,-12.131177,14.139637,-10.546387,-13.125745,15.793678,389.868500,566.432190,24.210079,-12.357562,564.742310,20.152462,103.131065,687.242615,488.347473,164.527908,814.469177,418.428986,119.365402,638.500000,410.326477,181.551712,770.261780,344.520050,,,,,,,,,,,,,,,
392,392.962433,-12.120037,14.127652,-10.553329,-13.136294,15.788770,389.879486,566.448120,24.214533,-12.366484,564.657715,20.138235,104.843681,690.261841,489.080353,166.053589,815.798035,416.022705,117.505478,640.409729,410.994446,179.883255,770.364319,342.157928,,,,,,,,,,,,,,,
393,393.044067,-12.138314,14.141968,-10.556024,-13.144405,15.789677,389.871155,566.440796,24.211153,-12.366435,564.638489,20.131159,106.667206,692.804016,489.463226,167.790558,816.613770,413.128754,115.835724,641.959778,411.593414,178.200211,770.383240,339.297974,,,,,,,,,,,,,,,
394,392.979675,-12.112098,14.140421,-10.546178,-13.144238,15.799103,389.870697,566.442322,24.208620,-12.337361,564.718750,20.179922,108.762077,695.530762,489.752228,170.745560,815.953979,410.408020,114.039116,643.985535,411.888123,176.133347,770.413635,336.145691,,,,,,,,,,,,,,,
395,392.981171,-12.114430,14.134512,-10.537983,-13.144921,15.796850,389.876953,566.447388,24.210695,-12.355805,564.661682,20.157047,111.019951,698.371277,489.691406,171.493881,817.705078,406.894775,112.252350,645.974792,412.225189,173.703018,770.228333,333.112000,,,,,,,,,,,,,,,
396,392.979065,-12.102777,14.137704,-10.545540,-13.139540,15.797382,389.873840,566.456299,24.214098,-12.347786,564.716736,20.188974,113.135017,700.789612,489.744080,172.458282,818.672424,403.224487,110.320862,647.635010,412.599976,171.025253,770.434509,329.920166,,,,,,,,,,,,,,,
397,392.976563,-12.117605,14.133758,-10.545638,-13.134516,15.798495,389.883392,566.432007,24.217688,-12.349622,564.725891,20.196589,115.570450,703.484131,489.322662,173.138138,819.236511,399.504333,108.452087,649.897705,412.945679,168.354782,770.273376,326.770203,,,,,,,,,,,,,,,
398,393.039642,-12.133778,14.155588,-10.554957,-13.131052,15.793594,389.881561,566.443970,24.222870,-12.366755,564.651184,20.165010,117.846390,705.840698,489.066254,173.966614,820.334595,395.870605,106.922623,652.024780,413.298889,165.687561,770.835632,323.978485,,,,,,,,,,,,,,,
399,393.038513,-12.141968,14.140068,-10.553118,-13.130726,15.800207,389.890533,566.441528,24.228445,-12.371807,564.637451,20.151777,119.966415,708.265686,488.750153,174.503784,821.268433,392.579224,105.570000,653.872009,413.765137,162.994400,771.019409,321.552673,,,,,,,,,,,,,,,
400,393.016907,-12.113202,14.123171,-10.555618,-13.136470,15.787972,389.877167,566.441467,24.217274,-12.353511,564.714478,20.185831,121.812981,710.787354,488.188782,174.963928,822.238342,390.127808,104.529495,656.148315,414.135437,160.952682,771.864685,319.404083,,,,,,,,,,,,,,,
401,392.962738,-12.111230,14.134398,-10.551147,-13.142449,15.790252,389.872559,566.435547,24.225470,-12.369945,564.632813,20.137526,123.620407,713.084717,487.745789,175.381119,823.190125,387.787567,103.685059,658.479736,414.667877,158.388992,772.981812,318.019897,,,,,,,,,,,,,,,
402,392.966492,-12.133268,14.132594,-10.549665,-13.136767,15.788425,389.876587,566.430115,24.218060,-12.335528,564.715515,20.168531,125.012016,715.473145,487.412720,175.722137,824.759521,385.934296,102.288422,660.876831,414.871490,156.323517,774.834717,316.585266,,,,,,,,,,,,,,,
403,393.047882,-12.134704,14.150802,-10.544870,-13.141642,15.793710,389.875031,566.432251,24.221632,-12.359879,564.657410,20.151817,126.421562,717.481201,487.047394,175.776611,826.572266,384.430115,101.249420,663.368591,414.799652,153.859543,777.311951,315.493988,,,,,,,,,,,,,,,
404,392.986755,-12.124866,14.142516,-10.534225,-13.146204,15.798750,389.873993,566.447510,24.219709,-12.344027,564.724182,20.184855,127.491119,719.767639,486.800385,175.903259,828.489502,383.170929,100.147141,666.167175,414.729950,152.209076,779.282959,314.290253,,,,,,,,,,,,,,,
405,392.980621,-12.119522,14.135712,-10.539772,-13.138183,15.790357,389.881195,566.443359,24.211082,-12.357435,564.650696,20.143732,128.693893,722.019409,486.407196,175.894699,830.482178,382.262665,99.101898,668.981323,414.926178,149.686157,781.983398,313.893280,,,,,,,,,,,,,,,
406,392.984467,-12.120278,14.134402,-10.546259,-13.141354,15.786572,389.871704,566.441345,24.217236,-12.356531,564.706543,20.188124,129.749451,724.210632,486.156616,175.779984,832.521301,381.163879,97.992081,671.822449,415.317871,147.279694,784.916931,313.591125,,,,,,,,,,,,,,,
407,392.979736,-12.113374,14.142124,-10.541430,-13.140942,15.796710,389.877411,566.447510,24.221146,-12.349840,564.723511,20.186377,130.493942,726.773987,485.959137,175.311096,835.070435,380.330505,96.896843,674.631226,415.838318,144.993317,787.398499,313.116638,,,,,,,,,,,,,,,
408,392.976776,-12.136726,14.126324,-10.553582,-13.142036,15.794598,389.875885,566.447998,24.217720,-12.354948,564.723511,20.190392,131.153290,729.652954,485.841370,174.493607,837.397583,379.609833,96.211761,677.357788,416.466705,143.119537,789.958069,312.902039,,,,,,,,,,,,,,,
409,392.975372,-12.114586,14.133190,-10.550653,-13.137962,15.790982,389.871552,566.443115,24.215324,-12.374118,564.650513,20.154541,131.939362,732.070251,485.865662,173.826904,840.159851,378.996613,95.630463,680.371887,416.945740,141.440292,792.563538,312.772705,,,,,,,,,,,,,,,
410,392.970703,-12.130218,14.135051,-10.549776,-13.135794,15.789976,389.866119,566.425110,24.216393,-12.348960,564.720276,20.187605,132.332565,734.614136,485.853119,172.876572,842.900696,378.718201,94.803177,683.229919,417.175018,139.512543,795.379578,312.940887,,,,,,,,,,,,,,,
411,392.975098,-12.125454,14.130694,-10.546292,-13.148437,15.795701,389.873627,566.440247,24.224844,-12.361630,564.657532,20.143272,132.509933,737.412903,485.806641,172.354813,845.669800,378.457794,94.215416,686.375549,417.293121,137.993057,798.478027,312.795990,,,,,,,,,,,,,,,
412,392.968201,-12.125406,14.121736,-10.543640,-13.137319,15.798851,389.869110,566.432739,24.214140,-12.343788,564.710632,20.170855,133.203552,739.366394,485.686920,171.889069,848.376465,378.535339,93.394958,689.145081,417.344574,136.875107,801.723999,313.036285,,,,,,,,,,,,,,,
413,392.966736,-12.129444,14.136479,-10.548701,-13.130102,15.795574,389.882660,566.442444,24.217443,-12.346806,564.729187,20.187471,133.242569,741.717773,485.195404,171.777924,850.886719,378.384094,92.548317,691.954468,417.208862,135.562408,804.906372,313.095551,,,,,,,,,,,,,,,
414,392.974274,-12.125278,14.137971,-10.551534,-13.137241,15.797523,389.880829,566.437500,24.213388,-12.347931,564.724609,20.184454,134.188828,743.583801,484.477081,172.281921,852.836243,378.444336,91.726791,694.904175,416.980957,134.238251,808.245056,313.190887,,,,,,,,,,,,,,,
415,392.975800,-12.110723,14.134655,-10.543221,-13.126626,15.795315,389.877594,566.444519,24.216173,-12.365849,564.653137,20.152338,135.176865,745.039795,484.484924,172.322968,855.241943,377.704376,91.219116,697.162415,417.061554,132.782669,810.891724,313.036560,,,,,,,,,,,,,,,
416,393.011780,-12.115485,14.102325,-10.549684,-13.141345,15.788488,389.880646,566.439636,24.214424,-12.367584,564.646851,20.153036,136.141769,746.733398,483.693573,172.995895,856.767395,376.908691,90.639114,699.273438,417.278839,131.261154,813.424011,312.889557,,,,,,,,,,,,,,,
417,393.018188,-12.115810,14.123951,-10.542996,-13.129654,15.791664,389.877075,566.437683,24.219625,-12.346297,564.718811,20.196789,137.144424,748.579773,483.138367,172.549622,858.958008,375.718292,89.402122,701.984619,417.423309,129.688858,815.664001,312.648468,,,,,,,,,,,,,,,
418,392.978241,-12.124424,14.144410,-10.546355,-13.136401,15.798972,389.877075,566.439331,24.212568,-12.359639,564.650574,20.147284,137.919708,750.688782,482.112213,172.393326,860.404602,374.882477,87.461075,705.297302,417.754181,127.684258,817.801086,312.904022,,,,,,,,,,,,,,,
419,392.971436,-12.124965,14.132783,-10.543180,-13.145290,15.799949,389.874725,566.445068,24.212687,-12.359704,564.646973,20.139656,137.992661,752.909302,481.967468,172.147842,862.181213,373.282928,86.190552,708.071838,417.690887,124.327065,820.960632,311.849213,,,,,,,,,,,,,,,
420,392.965698,-12.114551,14.145368,-10.537878,-13.144051,15.805724,389.875732,566.439880,24.209764,-12.347443,564.716370,20.186516,138.716934,754.977417,481.324402,171.628387,863.578247,372.132172,85.655151,709.482605,418.371857,122.210846,823.131592,311.266602,,,,,,,,,,,,,,,
421,392.985077,-12.113932,14.140305,-10.542374,-13.147069,15.802459,389.875000,566.447998,24.218523,-12.356753,564.710327,20.191782,139.236023,756.508972,481.099243,171.367188,865.089600,370.883026,84.651894,712.017273,418.872742,120.732925,824.546204,311.061310,,,,,,,,,,,,,,,
422,392.974274,-12.131775,14.130932,-10.535291,-13.134767,15.789569,389.870789,566.454590,24.209156,-12.372682,564.636414,20.144423,139.023804,759.214355,479.933868,170.809265,866.518311,369.583679,83.289017,715.021118,419.156036,119.000320,826.675232,310.610474,,,,,,,,,,,,,,,
423,392.975433,-12.119517,14.137691,-10.546756,-13.141049,15.788531,389.878082,566.450684,24.207710,-12.352715,564.716431,20.194304,139.117294,761.443237,479.107819,171.030518,867.571228,368.279480,81.990906,717.588501,419.038177,117.541008,828.159485,309.591034,,,,,,,,,,,,,,,
424,393.074768,-12.138477,14.110941,-10.300052,-12.890119,15.627582,389.870087,566.446960,24.213308,-12.348084,564.719788,20.180672,139.769043,763.249756,478.041077,170.631256,868.887207,367.017853,80.735504,719.880737,419.344177,115.783806,829.913513,309.018341,,,,,,,,,,,,,,,
425,392.984436,-12.113618,14.137739,-10.544220,-13.123973,15.787360,389.879150,566.444153,24.219139,-12.361606,564.653137,20.158325,140.519485,764.488098,477.084015,168.615250,871.560974,364.645050,79.897156,722.466492,419.323730,114.146942,831.671265,308.659698,,,,,,,,,,,,,,,
426,393.007782,-12.108716,14.099072,-10.549424,-13.128515,15.800708,389.878448,566.431702,24.211176,-12.344663,564.715332,20.188522,141.238754,766.273682,476.539795,168.951675,872.463135,363.030701,79.752686,724.361877,419.890991,111.971443,833.953430,308.100708,,,,,,,,,,,,,,,
427,392.980865,-12.117866,14.136460,-10.545404,-13.145206,15.800139,389.875183,566.434204,24.215069,-12.343010,564.732178,20.187332,142.164627,767.690552,475.365814,168.303268,873.553101,361.701874,79.136726,726.133362,419.839691,109.940926,836.148499,307.727844,,,,,,,,,,,,,,,
428,392.975098,-12.115539,14.138317,-10.548279,-13.137337,15.787459,389.867889,566.439941,24.207764,-12.349043,564.724243,20.189625,142.009094,769.643799,474.257629,167.651810,876.013000,360.503448,78.227188,728.554688,419.584656,108.295761,838.498596,307.359772,,,,,,,,,,,,,,,
429,392.958923,-12.119975,14.136870,-10.545669,-13.142133,15.793921,389.874634,566.428772,24.208069,-12.351329,564.725098,20.186089,142.158554,771.731567,473.206726,166.914841,877.495056,359.907349,77.422485,730.959656,419.817719,106.573334,840.861572,307.148895,,,,,,,,,,,,,,,
430,392.980682,-12.107877,14.134996,-10.551077,-13.145411,15.793045,389.880005,566.446106,24.220543,-12.358550,564.725037,20.191866,142.678528,773.197021,472.453430,166.136459,879.994263,359.267120,76.620872,733.502502,419.584137,105.197609,842.921082,307.123657,,,,,,,,,,,,,,,
431,392.979492,-12.111018,14.132399,-10.549935,-13.130849,15.791124,389.875763,566.438293,24.218630,-12.353918,564.703857,20.180550,142.629211,774.957336,471.373047,165.598068,881.802368,358.690308,75.737991,735.468811,419.406433,103.883659,845.379944,307.172729,,,,,,,,,,,,,,,
432,392.971649,-12.127285,14.140969,-10.542454,-13.151974,15.791607,389.880493,566.437134,24.218237,-12.359786,564.717346,20.192213,142.929504,776.411560,470.748505,165.190521,883.720825,357.829529,75.029106,737.871094,419.026917,102.708366,848.211792,307.028900,,,,,,,,,,,,,,,
433,393.009125,-12.136348,14.108877,-10.543523,-13.140611,15.796687,389.875305,566.445435,24.212738,-12.343803,564.727051,20.189764,142.770126,778.287781,469.243439,165.151093,885.789673,356.953613,74.555206,740.153320,418.921844,101.468262,850.850830,306.773590,,,,,,,,,,,,,,,
434,393.057617,-12.139005,14.148588,-10.539290,-13.144950,15.796282,389.868256,566.440857,24.217190,-12.344629,564.721069,20.187397,143.272873,779.348022,468.704010,164.779709,886.600037,354.906830,73.697289,742.692932,418.662567,100.352959,853.083191,306.491486,,,,,,,,,,,,,,,
435,392.975220,-12.131762,14.135233,-10.542917,-13.149867,15.791263,389.865936,566.428650,24.213621,-12.346107,564.727722,20.192198,143.658356,780.947754,467.707458,164.764114,889.112671,354.694702,73.204994,744.322632,418.379089,99.172836,855.972412,306.078644,,,,,,,,,,,,,,,
436,392.975250,-12.117149,14.129728,-10.535323,-13.138854,15.800522,389.869904,566.437622,24.204165,-12.361628,564.655884,20.160387,144.110840,782.814758,466.593414,163.889343,890.816956,353.025330,72.244301,747.075684,418.556213,97.960815,857.671143,305.972015,,,,,,,,,,,,,,,
437,392.970612,-12.125772,14.140978,-10.543721,-13.146155,15.789722,389.870514,566.436096,24.210918,-12.363226,564.640015,20.141502,144.328598,784.822205,465.571716,163.860641,891.853455,351.814911,71.472084,749.830200,418.272125,96.778259,860.086548,305.537354,,,,,,,,,,,,,,,
